school,real_size,size,state,setting,status,meanprob,lowprob,highprob,meaNActive,lowactive,highactive,meanincub,lowincub,highincub,meantot,lowtot,hightot,instate,outstate
Edinboro University of Pennsylvania,4294,3888,Pennsylvania,Town,public,99.99,99.55,100.0,7,4,13,3,2,6,10,6,19,7.640502323578613,2.062868688613491
Edward Waters College,3443,853,Florida,Large City,private,100.0,100.0,100.0,28,14,56,13,7,28,41,21,84,37.37554949271046,3.61883968654089
Elizabeth City State University,1365,1179,North CaroliNA,Town,NA,89.57,65.56,99.24,2,1,3,1,0,2,3,1,5,1.6437316831496165,0.6140280788624158
Elizabethtown College,1674,1636,Pennsylvania,Suburb,private,99.32,93.57,99.99,3,2,7,2,1,3,5,3,10,2.1108646722779483,2.870433342227065
Elmhurst College,2874,2732,Illinois,Suburb,private,99.7,95.33,100.0,4,2,8,2,1,4,6,3,12,3.8635046299440106,1.9483528991331558
Elmira College,936,833,New York,Small City,NA,93.1,77.85,99.27,2,1,3,1,0,2,3,1,5,1.342293816649515,1.3255148620297077
Elon University,6049,5885,North CaroliNA,Suburb,NA,100.0,100.0,100.0,15,8,30,7,3,14,22,11,44,2.0573504400205986,19.517905115087686
Embry Riddle AeroNAutical University - DaytoNA Beach,5733,5378,Florida,Small City,NA,100.0,100.0,100.0,27,14,55,13,6,27,40,20,82,22.389941338495525,17.11702978518634
Embry Riddle AeroNAutical University - Prescott,2607,2471,ArizoNA,Rural,NA,100.0,99.94,100.0,10,5,22,5,2,11,15,7,33,3.145293973612166,11.631692395929235
Emerson College,3814,3748,Massachusetts,Large City,NA,100.0,99.99,100.0,12,6,24,5,3,11,17,9,35,2.979870353110896,14.148180959744922
Emmanuel College Georgia,954,822,Georgia,Town,NA,99.1,84.77,100.0,3,1,8,2,1,4,5,2,12,2.0598982395807015,2.6314738094389782
Emmanuel College Massachusetts,1947,1804,Massachusetts,Large City,NA,99.89,97.57,100.0,5,3,9,2,1,4,7,4,13,5.35525272030501,1.3980675094808628
Emory and Henry College,999,966,Virginia,Rural,NA,99.04,86.57,99.99,3,1,6,2,1,3,5,2,9,2.9517916227119954,1.6815513424016137
Emory University,6938,6794,Georgia,Large City,NA,100.0,100.0,100.0,27,12,59,12,5,28,39,17,87,5.521006328178508,32.966639784024686
Emporia State University,3605,3340,Kansas,Town,NA,99.12,89.73,99.99,3,2,7,1,1,3,4,3,10,2.3290960471912525,2.3846073322681094
Endicott College,3348,2946,Massachusetts,Suburb,NA,99.99,99.41,100.0,6,4,12,3,2,6,9,6,18,6.7047082944995156,2.6893223665856945
Erskine College,573,568,South CaroliNA,Rural,NA,99.94,97.47,100.0,5,2,10,3,1,5,8,3,15,6.855552687133065,0.5810305010326368
Eureka College,615,593,Illinois,Town,private,62.48,41.42,86.1,1,0,1,0,0,1,1,0,2,0.9411704336039003,0.03838386062989615
Evangel University,1632,1461,Missouri,Midsize City,NA,99.77,93.32,100.0,4,2,10,2,1,4,6,3,14,0.9675454534891901,5.0998991877637865
Everglades University,2101,2099,Florida,Small City,NA,100.0,100.0,100.0,16,8,33,8,4,16,24,12,49,21.314679717984188,2.5495694051431816
Fairfield University,4118,3879,Connecticut,Suburb,private,100.0,99.94,100.0,9,5,17,4,2,8,13,7,25,0.5301602109946967,12.598351998537645
Fairleigh Dickinson University - Florham Campus,2747,2640,New Jersey,Suburb,NA,100.0,99.99,100.0,12,6,23,5,3,11,17,9,34,15.398194689959213,1.7620353664844914
Fairleigh Dickinson University - Metropolitan Campus,5471,2374,New Jersey,Suburb,NA,100.0,100.0,100.0,24,13,48,11,6,23,35,19,71,32.38099107060774,2.819316823274099
Fairmont State University,3661,3108,West Virginia,Town,public,87.15,61.57,98.22,1,1,3,1,0,1,2,1,4,0.7645905459940061,1.281771493338872
Farmingdale State College,9552,7407,New York,Suburb,NA,100.0,100.0,100.0,19,12,32,9,5,15,28,17,47,27.62452296256188,0.13251387341405393
Faulkner University,2673,1744,Alabama,Midsize City,NA,100.0,99.91,100.0,11,5,23,5,2,11,16,7,34,10.866137376618154,4.85960778858876
Fayetteville State University,5394,3905,North CaroliNA,Midsize City,NA,99.98,98.22,100.0,6,3,13,3,1,6,9,4,19,6.840824504872669,1.6854402948863711
Felician University,1626,1430,New Jersey,Suburb,NA,100.0,99.73,100.0,7,4,15,3,2,7,10,6,22,10.50659816652698,0.3967009903011317
Ferris State University,12513,8469,Michigan,Town,public,100.0,100.0,100.0,27,13,60,13,6,31,40,19,91,38.77076101735685,1.697916598301266
Ferrum College,1137,1118,Virginia,Rural,NA,99.59,90.86,100.0,4,2,7,2,1,4,6,3,11,4.774339119297515,0.7088791897418449
Finlandia University,399,336,Michigan,Town,NA,77.98,50.5,96.97,1,0,2,0,0,1,1,0,3,1.0405834596987655,0.46824179010223416
Fisk University,663,639,Tennessee,Large City,NA,95.07,72.75,99.91,2,1,5,1,0,2,3,1,7,0.8237327019523228,2.1731131679070828
Fitchburg State University,4119,3386,Massachusetts,Suburb,public,100.0,99.99,100.0,11,6,21,5,3,10,16,9,31,16.13386948327185,0.35243286133853935
Five Towns College,626,591,New York,Suburb,NA,85.85,68.81,96.74,1,1,2,1,0,1,2,1,3,1.5979688293446608,0.35403407612503457
Flagler College - St Augustine,2681,2591,Florida,Suburb,NA,100.0,100.0,100.0,17,9,35,8,4,17,25,13,52,20.974407053265413,4.50778130103802
Florida Agricultural and Mechanical University,8027,6875,Florida,Midsize City,NA,100.0,100.0,100.0,64,33,131,31,15,65,95,48,196,88.4436710137045,6.8535308655422496
Florida Atlantic University,25033,16325,Florida,Small City,public,100.0,100.0,100.0,216,113,434,105,53,217,321,166,651,312.68335706337854,7.906338437939259
Florida Gulf Coast University,13857,10973,Florida,Suburb,NA,100.0,100.0,100.0,119,63,240,58,29,120,177,92,360,172.98101183643746,4.0175656336469965
Florida Institute of Technology,3634,3269,Florida,Small City,private,100.0,100.0,100.0,21,11,42,10,5,21,31,16,63,22.920766695456816,7.662668147642017
Florida InterNAtioNAl University,47621,26655,Florida,Suburb,public,100.0,100.0,100.0,424,223,855,207,103,427,631,326,1282,622.8759182210156,7.819864578851639
Florida Memorial University,1173,1129,Florida,Suburb,private,100.0,99.93,100.0,10,5,19,5,2,10,15,7,29,13.474797522863568,0.645689031073548
Florida Southern College,2615,2356,Florida,Midsize City,NA,100.0,100.0,100.0,17,9,34,8,4,17,25,13,51,21.750228728824222,3.013036994433048
Florida State University,33009,29286,Florida,Midsize City,NA,100.0,100.0,100.0,285,149,576,139,69,287,424,218,863,412.21991694691513,11.300201456074062
Fontbonne University,892,765,Missouri,Suburb,NA,85.13,53.43,99.12,1,1,3,1,0,2,2,1,5,1.2929453555571109,0.6083710611965002
Fordham University,9595,9132,New York,Large City,NA,100.0,100.0,100.0,27,15,52,12,6,24,39,21,76,11.964428434984205,27.158909583910944
Fort Hays State University,12499,5889,Kansas,Town,NA,100.0,99.97,100.0,11,6,22,5,2,10,16,8,32,6.939075498892173,9.411588000554055
Fort Lewis College,3303,2921,Colorado,Town,public,99.97,96.85,100.0,6,2,14,3,1,6,9,3,20,2.0971436313132856,6.060989432031078
Fort Valley State University,2345,2115,Georgia,Town,NA,99.96,90.9,100.0,5,2,15,2,1,8,7,3,23,6.473110456356797,1.2476555913539855
Framingham State University,4128,3558,Massachusetts,Small City,public,100.0,99.99,100.0,12,7,21,5,3,10,17,10,31,16.883094029196876,0.22054569868017346
Francis Marion University,3462,3006,South CaroliNA,Suburb,public,100.0,100.0,100.0,34,17,68,18,9,37,52,26,105,51.72116286966905,0.5961135304351708
Franciscan University of Steubenville,2201,2011,Ohio,Small City,NA,99.98,98.64,100.0,6,3,12,3,1,6,9,4,18,0.900413332698732,7.832878984009434
Franklin and Marshall College,2281,2263,Pennsylvania,Small City,NA,99.97,98.76,100.0,5,3,11,3,1,5,8,4,16,1.3182556825892677,6.7020400356038445
Franklin College,1017,962,IndiaNA,Suburb,private,95.16,81.77,99.67,2,1,4,1,1,2,3,2,6,2.70559942740849,0.3176531826222395
Franklin Pierce University,1712,1563,New Hampshire,Rural,NA,99.01,91.22,99.98,3,2,6,1,1,3,4,3,9,0.2805039594669524,4.323187089766546
Welch College,344,222,Tennessee,Rural,private,70.45,40.55,94.17,1,0,2,0,0,1,1,0,3,0.5216973779031379,0.6935558731444488
Freed - Hardeman University,1469,1261,Tennessee,Town,NA,99.88,94.29,100.0,5,2,10,2,1,5,7,3,15,3.0066243621259785,3.704026940662773
Fresno Pacific University,2803,2342,California,Large City,private,100.0,100.0,100.0,14,7,28,6,3,13,20,10,41,20.08238329194524,0.34198355147457027
Friends University,1149,906,Kansas,Large City,NA,92.91,70.61,99.66,2,1,4,1,0,2,3,1,6,0.6373994966285954,1.995183798983684
Frostburg State University,4726,3849,Maryland,Suburb,public,100.0,99.92,100.0,9,5,16,4,2,8,13,7,24,12.153548251288264,0.8916911450017488
Full Sail University,16908,16908,Florida,Suburb,NA,100.0,100.0,100.0,82,41,172,38,18,82,120,59,254,57.029698606867015,62.89851558781119
Furman University,2732,2658,South CaroliNA,Suburb,NA,100.0,100.0,100.0,15,7,30,7,3,15,22,10,45,11.946464249787688,9.703514110038428
Gallaudet University,1125,1074,District of Columbia,Large City,NA,99.71,94.09,100.0,4,2,8,2,1,4,6,3,12,0.07157779120775715,5.729039379054914
Gannon University,3074,2530,Pennsylvania,Small City,private,99.92,98.08,100.0,5,3,9,2,1,4,7,4,13,4.6376938535047865,2.4512206770763005
Gardner - Webb University,2218,1781,North CaroliNA,Town,NA,99.97,98.04,100.0,6,3,12,3,1,6,9,4,18,2.0291491611430317,6.150800160764006
Geneva College,1412,1247,Pennsylvania,Suburb,NA,97.59,86.93,99.93,3,1,5,1,1,2,4,2,7,2.04257199170425,1.6758942609195269
George Fox University,2700,2494,Oregon,Town,private,99.94,98.65,100.0,5,3,9,2,1,5,7,4,14,2.318833527536452,5.044464223897243
George Mason University,25006,20221,Virginia,Suburb,NA,100.0,100.0,100.0,83,38,156,43,18,83,126,56,239,103.50704183057881,22.464140747772745
George Washington University,11996,10893,District of Columbia,Large City,NA,100.0,100.0,100.0,37,19,74,17,9,35,54,28,109,0.40858989147761365,53.57319438765981
Georgetown College,1059,976,Kentucky,Town,private,94.64,72.11,99.91,2,1,5,1,0,2,3,1,7,2.356810673034429,0.5644345700149876
Georgetown University,7465,6987,District of Columbia,Large City,private,100.0,100.0,100.0,24,12,48,11,5,23,35,17,71,0.33104728433587677,34.04604097550941
Georgia College & State University,5987,5442,Georgia,Town,NA,100.0,99.28,100.0,12,4,37,6,1,19,18,5,56,17.880395765662715,0.05113585650744534
Georgia Gwinnett College,12290,8289,Georgia,Suburb,public,100.0,100.0,100.0,26,8,77,12,3,39,38,11,116,36.410497807472254,0.9115050569080041
Georgia Institute of Technology - Main Campus,15576,13974,Georgia,Large City,NA,100.0,100.0,100.0,46,18,116,21,8,57,67,26,173,32.28171921389407,34.539849673669806
Georgia Southern University,17763,15755,Georgia,Town,NA,100.0,100.0,100.0,39,12,114,18,5,57,57,17,171,51.144159489124334,5.398012214660111
Georgia Southwestern State University,2604,1779,Georgia,Town,public,99.96,89.47,100.0,5,2,16,2,1,8,7,3,24,7.655755521232345,0.2888160918806296
Georgia State University,25771,19882,Georgia,Large City,NA,100.0,100.0,100.0,55,16,162,25,6,81,80,22,243,74.39286563788036,4.8725898902327005
Georgian Court University,1612,1343,New Jersey,Small City,private,100.0,99.65,100.0,7,4,14,3,2,7,10,6,21,9.893426207955898,0.46157076102606615
Gettysburg College,2411,2404,Pennsylvania,Small City,NA,99.96,98.56,100.0,5,3,10,2,1,5,7,4,15,1.3741315121495665,6.395511381602144
Glenville State College,1655,1037,West Virginia,Town,NA,66.42,39.65,87.14,1,0,1,0,0,1,1,0,2,0.33206752086128816,0.7569298055465473
Goddard College,189,173,Vermont,Rural,NA,48.78,28.91,72.51,0,0,1,0,0,0,0,0,1,0.0,0.6674385342446095
Gonzaga University,5194,5106,Washington,Midsize City,private,100.0,100.0,100.0,14,8,32,7,4,19,21,12,51,9.00984240299634,12.761675164073555
Gordon College,1593,1528,Massachusetts,Suburb,NA,99.52,93.93,100.0,4,2,7,2,1,3,6,3,10,2.188076230712858,3.1339486299385384
Goshen College,888,816,IndiaNA,Small City,private,92.88,75.85,99.43,2,1,3,1,0,2,3,1,5,1.4986618392833495,1.1373340806615766
Goucher College,1534,1447,Maryland,Small City,NA,99.74,95.52,100.0,4,2,8,2,1,4,6,3,12,0.786682092122906,5.157007559646694
Grace Bible College,873,822,Michigan,Small City,NA,95.32,76.62,99.89,2,1,5,1,0,2,3,1,7,2.3076661582594076,0.7468011560628942
Grace College and Theological SemiNAry,1761,1439,IndiaNA,Town,private,99.42,93.92,100.0,4,2,7,2,1,3,6,3,10,2.68843917734036,2.451339668203018
Graceland University - Lamoni,1405,1061,Iowa,Rural,private,100.0,99.45,100.0,8,4,16,3,2,7,11,6,23,1.0760930279299723,9.948436645284424
Grambling State University,4075,3734,LouisiaNA,Town,NA,100.0,100.0,100.0,22,10,50,10,4,22,32,14,72,15.883677516482312,16.092092486317895
Grand Canyon University,49564,15998,ArizoNA,Large City,NA,100.0,100.0,100.0,231,114,489,101,48,222,332,162,711,106.57037075558206,225.550408997403
Grand Valley State University,21935,19373,Michigan,Suburb,NA,100.0,100.0,100.0,48,23,105,23,10,54,71,33,159,68.73431250041783,2.2625460446829204
Grand View University,1787,1574,Iowa,Midsize City,NA,99.96,94.41,100.0,5,2,14,2,1,6,7,3,20,4.346220173917166,3.3653155511693034
Granite State College,1758,807,New Hampshire,Town,NA,75.8,0.0,96.23,1,0,2,0,0,1,1,0,3,1.4181033506384815,0.00019251092922053205
Grantham University,7817,3296,Kansas,Suburb,NA,100.0,100.0,100.0,34,16,76,15,7,35,49,23,111,0.14747396584955266,49.068698990973076
Greensboro College,944,772,North CaroliNA,Large City,NA,97.12,82.23,99.94,2,1,5,1,1,2,3,2,7,0.701003217813807,2.831713523099844
Greenville University,988,887,Illinois,Town,NA,89.33,67.15,99.2,2,1,3,1,0,2,3,1,5,0.9725427813906969,1.2594028162422548
Grinnell College,1717,1662,Iowa,Town,private,99.84,95.39,100.0,4,2,10,2,1,5,6,3,15,0.8638635696437834,5.545405102253518
Grove City College,2376,2315,Pennsylvania,Town,NA,99.89,97.17,100.0,5,2,9,2,1,4,7,3,13,2.1150036226157485,4.679214491834662
Guilford College,1669,1429,North CaroliNA,Large City,NA,99.29,90.93,100.0,3,2,7,2,1,3,5,3,10,1.087763613849011,3.8392063060834043
Gustavus Adolphus College,2184,2150,Minnesota,Town,private,91.7,68.35,99.74,2,1,4,1,0,2,3,1,6,0.9827928238496336,1.4984858209374663
Gwynedd Mercy University,2081,1934,Pennsylvania,Suburb,private,99.64,95.51,100.0,4,2,7,2,1,4,6,3,11,3.5367330636500136,2.0738307640153937
Hamilton College,1894,1886,New York,Suburb,private,99.94,98.21,100.0,5,3,10,2,1,5,7,4,15,1.7374279271783766,5.693052970448767
Hamline University,2166,2082,Minnesota,Large City,NA,92.53,72.04,99.59,2,1,4,1,0,2,3,1,6,0.9355274973295019,1.6511463639097665
Hampden - Sydney College,1044,1039,Virginia,Rural,NA,99.39,88.99,100.0,3,2,7,2,1,3,5,3,10,3.7448886601310547,1.3302025499655168
Hampshire College,1264,1268,Massachusetts,Suburb,private,99.36,92.57,100.0,3,2,7,2,1,3,5,3,10,0.9578154706427879,4.082778868626782
Hampton University,3796,3651,Virginia,Midsize City,NA,100.0,99.98,100.0,12,6,24,6,3,12,18,9,36,4.93716036539017,12.64118296405172
Hannibal - LaGrange University,913,706,Missouri,Town,NA,86.76,58.07,99.17,1,1,3,1,0,2,2,1,5,1.0350486246628545,0.9823914683896796
Hanover College,1096,1081,IndiaNA,Town,NA,96.62,83.17,99.89,2,1,5,1,1,2,3,2,7,1.9019277158844035,1.4771691497624855
Hardin - Simmons University,1741,1585,Texas,Midsize City,NA,100.0,100.0,100.0,21,9,48,8,3,18,29,12,66,27.838878374725628,0.3793093826657869
Harding University,4187,3945,Arkansas,Town,NA,100.0,100.0,100.0,17,8,39,7,3,17,24,11,56,1.9417604156666666,22.46955800143231
Harris - Stowe State University,1441,1163,Missouri,Large City,NA,91.7,62.15,99.81,2,1,4,1,0,2,3,1,6,2.2068344422159525,0.27962825453672635
Harrisburg University of Science and Technology,509,463,Pennsylvania,Small City,NA,67.69,46.64,88.79,1,0,1,0,0,1,1,0,2,0.9271248756671774,0.20141184680015045
Hartwick College,1198,1180,New York,Town,private,97.08,87.56,99.8,2,1,4,1,1,2,3,2,6,2.667155246069816,0.861355088760512
Harvard University,9964,7147,Massachusetts,Midsize City,NA,100.0,100.0,100.0,35,18,72,16,8,34,51,26,106,6.321582106242401,43.95617700420258
Harvey Mudd College,867,844,California,Suburb,NA,99.08,90.63,99.99,3,2,7,1,1,3,4,3,10,2.6796034578388475,1.9950093257715118
Hastings College,1156,1073,Nebraska,Town,NA,63.26,36.31,90.5,1,0,2,0,0,1,1,0,3,0.13297483756993847,0.8646406580969532
Haverford College,1293,1294,Pennsylvania,Suburb,private,99.27,92.63,99.99,3,2,7,2,1,3,5,3,10,0.3642276297263911,4.541308150015983
Hawaii Pacific University,3565,2411,Hawaii,Large City,NA,99.98,98.65,100.0,6,3,13,3,1,6,9,4,19,0.004121694469001517,8.697023145808554
Heidelberg University,1049,1031,Ohio,Town,NA,96.93,82.98,99.91,2,1,5,1,1,2,3,2,7,1.9201021977809325,1.552851407754155
Henderson State University,2838,2565,Arkansas,Town,public,99.99,98.15,100.0,7,3,16,3,1,7,10,4,23,4.37296548239505,5.19984049264847
Hendrix College,1240,1228,Arkansas,Small City,NA,99.89,94.68,100.0,5,2,11,2,1,5,7,3,16,1.0625398424867094,5.704530938495815
Heritage University,812,734,Washington,Rural,private,94.94,85.59,99.3,2,1,3,1,1,2,3,2,5,2.9776117343235766,0.0
Herzing University - Atlanta,593,365,Georgia,Large City,NA,83.1,38.6,99.62,1,0,4,1,0,2,2,0,6,1.7754646163827847,0.0
High Point University,4467,4418,North CaroliNA,Midsize City,NA,100.0,99.93,100.0,10,5,19,5,2,9,15,7,28,1.4208072882126588,12.775750014910058
Hilbert College,744,680,New York,Suburb,private,88.41,72.85,97.45,1,1,2,1,0,1,2,1,3,2.091886467505738,0.06040234554791521
Hiram College,1209,853,Ohio,Town,NA,96.93,83.68,99.89,2,1,5,1,1,2,3,2,7,2.4112367428893315,1.0636058542761055
Hobart and William Smith Colleges,2239,2220,New York,Town,private,99.92,98.18,100.0,5,3,9,2,1,4,7,4,13,2.7136416120143876,4.391283575579096
Hodges University,1076,573,Florida,Suburb,NA,100.0,99.93,100.0,9,5,19,5,2,9,14,7,28,13.678961121694833,0.28116638253827597
Hofstra University,6863,6494,New York,Suburb,NA,100.0,100.0,100.0,17,9,31,8,4,15,25,13,46,10.764499114039943,13.535941648639572
Hollins University,647,632,Virginia,Suburb,NA,97.23,79.28,99.96,2,1,5,1,0,3,3,1,8,1.6754831452760257,1.8950465815974162
Holy Cross College,555,526,IndiaNA,Suburb,NA,82.96,61.35,96.92,1,1,2,1,0,1,2,1,3,0.8608725450845195,0.9041532461234474
Holy Family University,2095,1630,Pennsylvania,Large City,private,99.67,95.73,100.0,4,2,8,2,1,4,6,3,12,3.5077604112854144,2.190972576954993
Holy Names University,591,543,California,Large City,private,98.07,86.76,99.97,3,1,5,1,1,3,4,2,8,3.799765559066562,0.1335347271978034
Hood College,1132,1048,Maryland,Small City,NA,97.31,85.16,99.92,2,1,5,1,1,2,3,2,7,2.25515533075233,1.3547738774310707
Hope College,3150,3019,Michigan,Small City,private,100.0,99.18,100.0,7,3,15,3,1,7,10,4,22,6.99521562340085,2.9702030872062863
Hope InterNAtioNAl University,866,579,California,Suburb,NA,99.67,94.7,100.0,4,2,8,2,1,4,6,3,12,5.205459176293498,0.49909223102113454
Houghton College,1036,971,New York,Rural,private,96.37,84.18,99.8,2,1,4,1,1,2,3,2,6,1.766481905893734,1.5404735664105074
Houston Baptist University,2320,2098,Texas,Large City,NA,100.0,100.0,100.0,28,12,66,10,4,24,38,16,90,38.00948309496053,0.3389514845250043
Howard Payne University,980,860,Texas,Town,private,100.0,99.89,100.0,12,5,27,4,2,10,16,7,37,15.819072796266193,0.19450313319370455
Howard University,6354,6090,District of Columbia,Large City,NA,100.0,100.0,100.0,22,11,47,10,5,22,32,16,69,0.20578614972230178,32.48235236135459
Humboldt State University,7860,7270,California,Town,NA,100.0,100.0,100.0,37,19,75,17,8,36,54,27,111,51.219961177706494,2.6805436341359963
Humphreys University - Stockton and Modesto Campuses,324,208,California,Large City,NA,90.75,70.79,99.22,2,1,3,1,0,2,3,1,5,2.372107979070455,0.0
Huntingdon College,1101,878,Alabama,Midsize City,private,99.92,96.38,100.0,5,2,10,2,1,5,7,3,15,4.370302389546328,2.697588881718281
Huntington University,1075,859,IndiaNA,Town,NA,95.74,82.09,99.78,2,1,4,1,1,2,3,2,6,2.0020291746151617,1.1479976006312256
Huston - Tillotson University,1052,1003,Texas,Large City,NA,100.0,99.93,100.0,13,5,30,5,2,11,18,7,41,17.147135230809262,0.1655258324149687
Idaho State University,10565,6279,Idaho,Small City,public,100.0,100.0,100.0,26,9,73,15,4,45,41,13,118,36.518189217781206,3.974224170701996
Illinois College,956,950,Illinois,Town,NA,85.49,62.54,98.38,1,1,3,1,0,1,2,1,4,1.284697641869324,0.6419434945597317
Illinois Institute of Technology,2895,2631,Illinois,Large City,NA,99.87,96.64,100.0,5,2,10,2,1,4,7,3,14,3.3176257784537486,3.3297859402870937
Illinois State University,18336,17165,Illinois,Suburb,NA,100.0,100.0,100.0,20,11,40,9,5,18,29,16,58,28.43746465134185,0.7744660753944534
Illinois Wesleyan University,1650,1646,Illinois,Small City,NA,93.88,77.0,99.7,2,1,4,1,0,2,3,1,6,2.2525345710920015,0.5370831951214535
Immaculata University,1481,885,Pennsylvania,Suburb,NA,98.8,91.23,99.98,3,2,6,1,1,3,4,3,9,2.0736141192377495,2.341248218252177
IndiaNA State University,11578,9369,IndiaNA,Small City,public,100.0,100.0,100.0,22,13,40,10,6,19,32,19,59,29.04372324030995,3.067998370718663
IndiaNA University - Bloomington,33427,32212,IndiaNA,Small City,public,100.0,100.0,100.0,68,38,128,31,17,61,99,55,189,65.77523851114212,33.20173488102799
IndiaNA University - East,3292,1887,IndiaNA,Rural,public,99.99,99.45,100.0,6,4,11,3,2,6,9,6,17,7.916595364763953,1.2359824621993156
IndiaNA University - Kokomo,2877,2215,IndiaNA,Small City,NA,99.97,99.1,100.0,6,3,10,3,1,5,9,4,15,8.182579240819967,0.018193041264707194
IndiaNA University - Northwest,3700,2608,IndiaNA,Small City,NA,100.0,99.77,100.0,7,4,13,3,2,6,10,6,19,10.536393541831794,0.02509787822943734
IndiaNA University of Pennsylvania - Main Campus,10255,9526,Pennsylvania,Town,NA,100.0,100.0,100.0,16,9,31,7,4,15,23,13,46,19.382704431916927,3.8579055355697327
IndiaNA University - Purdue University - Fort Wayne,9952,5913,IndiaNA,Large City,public,100.0,100.0,100.0,19,11,35,9,5,17,28,16,52,27.587962026196927,0.9275639533287177
IndiaNA University - Purdue University - IndiaNApolis,21615,17521,IndiaNA,Large City,NA,100.0,100.0,100.0,43,24,78,20,11,38,63,35,116,59.61184869500545,2.876074942568149
IndiaNA University - South Bend,4877,3767,IndiaNA,Midsize City,NA,100.0,99.97,100.0,9,5,17,4,3,8,13,8,25,13.665279137587488,0.26686764869553053
IndiaNA University - Southeast,4824,3218,IndiaNA,Suburb,NA,100.0,99.94,100.0,9,5,18,4,2,9,13,7,27,10.665095417342767,2.879348266750487
IndiaNA Wesleyan University,2803,2634,IndiaNA,Town,private,99.96,98.54,100.0,5,3,10,2,1,5,7,4,15,4.659007893497283,3.144745518202146
Institute of American Indian and Alaska Native Culture and Arts Development,612,264,New Mexico,Rural,NA,94.08,66.5,99.98,2,1,5,1,0,3,3,1,8,1.3431788236870061,1.4758209066688994
IoNA College,3177,2949,New York,Suburb,private,100.0,99.72,100.0,7,4,12,3,2,6,10,6,18,6.92646852574122,3.1242375005599348
Iowa State University,30573,28743,Iowa,Small City,public,100.0,100.0,100.0,55,21,143,25,9,72,80,30,215,61.44491189480142,18.65255773324703
Iowa Wesleyan University,625,550,Iowa,Town,private,82.85,51.65,98.74,1,1,3,1,0,1,2,1,4,0.6127751964601231,1.1457858597572415
Ithaca College,6062,5936,New York,Suburb,NA,100.0,100.0,100.0,14,8,27,7,4,13,21,12,40,7.382615991572333,13.620298734131834
Jackson State University,6498,5935,Mississippi,Midsize City,NA,100.0,100.0,100.0,50,25,98,24,11,47,74,36,145,62.395918079512086,11.000945609076698
Jacksonville State University,7492,5523,Alabama,Small City,NA,100.0,100.0,100.0,25,11,53,12,5,26,37,16,79,30.555827145890934,6.03457312726219
Jacksonville University,2878,2180,Florida,Large City,NA,100.0,100.0,100.0,20,10,41,10,5,20,30,15,61,25.915166144982052,3.7584433436689424
James Madison University,19972,18905,Virginia,Small City,NA,100.0,100.0,100.0,64,30,120,33,14,64,97,44,184,73.75277218171145,23.422401226252454
University of Jamestown,916,871,North Dakota,Town,NA,99.4,84.76,100.0,3,1,9,2,1,6,5,2,15,3.250785353315595,1.8389932333335093
Jarvis Christian College,908,835,Texas,Rural,NA,100.0,99.75,100.0,10,4,24,4,2,9,14,6,33,13.751330018433311,0.3579252910922635
John Brown University,1972,1489,Arkansas,Town,NA,99.99,98.43,100.0,7,3,16,3,1,7,10,4,23,1.1497499803122517,8.495372483927987
John Carroll University,3079,2987,Ohio,Suburb,private,99.96,98.49,100.0,5,3,10,2,1,5,7,4,15,4.792069918700524,3.002488224302998
Johns Hopkins University,6106,5668,Maryland,Large City,NA,100.0,100.0,100.0,19,10,38,9,4,18,28,14,56,1.9901676786688252,25.41042767819553
Johnson & Wales University - Providence,7717,7267,Rhode Island,Midsize City,private,100.0,100.0,100.0,18,10,33,8,4,16,26,14,49,0.7116781835151854,24.927429662236396
Johnson C Smith University,1395,1329,North CaroliNA,Large City,NA,99.86,95.96,100.0,4,2,9,2,1,5,6,3,14,0.7547199394853632,5.817539557966603
Johnson State College,1377,882,Vermont,Rural,NA,71.08,47.89,90.69,1,0,2,0,0,1,1,0,3,0.005994392037453118,1.231270355294111
Judson College,313,230,Alabama,Rural,NA,83.79,56.82,97.99,1,1,3,1,0,1,2,1,4,1.2805037843629217,0.5328291685931275
Judson University,1078,761,Illinois,Midsize City,private,85.89,64.16,98.25,1,1,3,1,0,1,2,1,4,1.3552854243896164,0.6001339878850303
Juniata College,1487,1400,Pennsylvania,Town,NA,98.52,89.7,99.97,3,2,6,1,1,3,4,3,9,1.9142645312324533,2.2876606312521206
Kalamazoo College,1434,1427,Michigan,Small City,NA,99.19,90.03,100.0,3,2,7,2,1,3,5,3,10,3.2563368833475566,1.549252678152444
Kansas State University,18484,16770,Kansas,Small City,NA,100.0,100.0,100.0,17,9,34,7,4,15,24,13,49,10.908110406708499,13.903420349161749
Kansas Wesleyan University,693,631,Kansas,Town,NA,97.86,81.33,99.99,3,1,6,1,0,2,4,1,8,0.27864071432151055,3.539412495939656
Kaplan University - Davenport Campus,25486,3127,Iowa,Midsize City,NA,100.0,100.0,100.0,100,47,219,45,20,103,145,67,322,2.2209364437554706,142.00937982127982
Kean University,11985,9516,New Jersey,Suburb,NA,100.0,100.0,100.0,55,31,110,25,13,53,80,44,163,79.43677171151218,1.378823735127277
Keene State College,3778,3624,New Hampshire,Town,NA,99.82,93.92,100.0,4,2,8,2,1,4,6,3,12,1.4082611064466586,4.908809792114689
Kent State University at Kent,23179,19108,Ohio,Suburb,public,100.0,100.0,100.0,38,21,72,18,9,35,56,30,107,46.8144770925468,9.160492484748747
